flight_no,airline,origin,destination,dep_hour,weather,delay_minutes
WN2496,Air India,BWI,TPA,20,SNOW,-11
WN2319,Air India,FLL,SJU,20,CLOUDY,31
WN3171,SpiceJet,HOU,FLL,20,RAIN,5
WN3652,Vistara,HOU,JAX,20,CLOUDY,17
WN5473,Akasa Air,HOU,OAK,20,CLEAR,-7
WN3752,SpiceJet,MDW,HOU,20,FOG,3
WN2596,Vistara,RSW,ATL,20,RAIN,27
AA1075,American Airlines,DFW,ELP,20,RAIN,10
AA1187,American Airlines,AUS,LAX,20,SNOW,44
AA1271,American Airlines,DFW,RIC,20,CLEAR,9
AA2257,American Airlines,ORD,SNA,20,SUNNY,-8
AA2505,American Airlines,DFW,AUS,20,CLEAR,2
AA1851,American Airlines,CLT,ORD,20,FOG,-19
B61118,GoAir,CLT,JFK,20,FOG,17
B61586,Vistara,MCO,BUF,20,RAIN,38
B6317,SpiceJet,BOS,JFK,20,SUNNY,-9
B6656,Vistara,MCO,SYR,20,SNOW,149
AA2552,American Airlines,ORD,SLC,20,SNOW,-17
UA1116,Vistara,MSY,LAX,20,STORM,-2
OO6252,GoAir,EUG,SFO,20,FOG,-14
AA1444,American Airlines,ORD,TUL,20,CLOUDY,4
NK265,Spirit Airlines,ACY,FLL,20,CLOUDY,-9
OO7361,IndiGo,DTW,CIU,20,CLEAR,3
UA766,AirAsia,SFO,PDX,20,CLOUDY,-9
AA2525,American Airlines,MCO,LAX,20,RAIN,20
EV5787,Vistara,IAH,ORF,20,CLOUDY,-29
OO5206,IndiGo,SFO,PHX,20,CLOUDY,-14
AA63,American Airlines,MIA,IAH,20,SUNNY,2
AA313,American Airlines,MIA,BWI,20,CLOUDY,-19
AA1486,American Airlines,MIA,DCA,20,SUNNY,6
MQ3064,GoAir,DFW,GSP,20,CLEAR,-14
MQ3199,AirAsia,ORD,ALO,20,FOG,19
MQ3329,IndiGo,DFW,FWA,20,CLEAR,15
MQ3509,AirAsia,DFW,COU,20,SNOW,13
NK126,Spirit Airlines,FLL,MYR,20,RAIN,-8
NK355,Spirit Airlines,FLL,DEN,20,CLEAR,-11
OO4444,IndiGo,ATL,GRB,20,CLEAR,-11
WN594,IndiGo,DEN,MSY,20,CLOUDY,-22
WN5560,SpiceJet,BNA,PNS,20,RAIN,-13
WN5574,GoAir,BWI,LIT,20,SNOW,41
WN5469,Air India,BWI,MSY,20,RAIN,-15
WN5025,Air India,STL,EWR,20,SUNNY,-31
WN835,GoAir,STL,PHL,20,CLOUDY,-7
WN189,IndiGo,TUL,DEN,20,FOG,-11
WN3361,IndiGo,DEN,SAT,20,FOG,2
WN3644,AirAsia,DTW,STL,20,RAIN,3
WN2444,IndiGo,HOU,BHM,20,SNOW,0
WN3048,Air India,SJU,MCO,20,SUNNY,-22
AA1315,American Airlines,ORD,STL,20,RAIN,-11
AA1384,American Airlines,DFW,FLL,20,CLEAR,-17
AA1638,American Airlines,CLT,JFK,20,SUNNY,1
AA1643,American Airlines,DFW,MFE,20,SNOW,-3
AA2322,American Airlines,DFW,PBI,20,CLEAR,-12
AA1582,American Airlines,DFW,CLE,20,STORM,-30
AA1606,American Airlines,DFW,RDU,20,RAIN,-22
AA2407,American Airlines,DFW,BOS,20,CLEAR,-46
AA1798,American Airlines,CLT,PHL,20,CLEAR,-8
AA1919,American Airlines,CLT,MIA,20,RAIN,-5
AA1976,American Airlines,CLT,EWR,20,FOG,-21
AS66,Alaska Airlines,JNU,SEA,20,FOG,-25
AS404,Alaska Airlines,PDX,SJC,20,CLOUDY,-9
MQ3156,Air India,ORD,MHK,20,SNOW,2
NK710,Spirit Airlines,FLL,LGA,20,CLEAR,-15
UA483,GoAir,ORD,PHX,20,SUNNY,6
UA1460,Vistara,EWR,LAS,20,SNOW,41
OO5634,Vistara,RNO,LAX,20,FOG,-27
OO6294,AirAsia,SFO,SNA,20,SUNNY,-8
AA2386,American Airlines,DFW,MSY,20,RAIN,-20
DL1569,Delta,DTW,MIA,20,CLOUDY,-19
EV4530,Air India,IAH,GPT,20,CLOUDY,-17
HA125,Akasa Air,OGG,HNL,20,SNOW,-10
HA311,GoAir,ITO,HNL,20,SNOW,-8
MQ3107,Air India,DFW,JAN,20,STORM,34
MQ3373,AirAsia,MIA,CVG,20,SUNNY,-2
AA27,American Airlines,MIA,IAD,20,STORM,-4
AA57,American Airlines,MIA,DEN,20,FOG,-9
AA60,American Airlines,DFW,MIA,20,SNOW,-5
DL2651,Delta,ATL,SNA,20,SNOW,-4
EV2795,Vistara,DFW,MLU,20,SUNNY,-16
F9621,AirAsia,DTW,DEN,20,SNOW,-27
MQ3038,GoAir,ORD,BMI,20,FOG,19
MQ3184,Akasa Air,DFW,MGM,20,SUNNY,23
MQ3186,IndiGo,DFW,GRI,20,SNOW,-11
MQ3127,Air India,ORD,MLI,20,CLOUDY,-12
MQ3097,Vistara,ORD,CID,20,SNOW,4
MQ3239,SpiceJet,DFW,SGF,20,FOG,2
OO5273,Akasa Air,PHX,SFO,20,SNOW,-17
OO5385,IndiGo,RDM,SFO,20,SUNNY,-24
WN542,GoAir,STL,DTW,20,CLEAR,-16
WN3858,GoAir,DEN,STL,20,RAIN,-2
WN3056,Vistara,DEN,TUL,20,FOG,17
WN5307,GoAir,HOU,CLT,20,CLOUDY,-22
WN3553,AirAsia,HOU,TPA,20,CLOUDY,-10
AA1002,American Airlines,MIA,DFW,20,SUNNY,0
AA1010,American Airlines,DFW,STL,20,FOG,-24
AA1234,American Airlines,DFW,MKE,20,STORM,-24
AA2180,American Airlines,DFW,CMH,20,SUNNY,-23
AA2264,American Airlines,DFW,PHL,20,RAIN,-30
AA2366,American Airlines,DFW,RSW,20,CLOUDY,-20
AA751,American Airlines,DFW,PHX,20,RAIN,2
AA1869,American Airlines,CLT,RSW,20,STORM,22
AA1975,American Airlines,CLT,LAX,20,CLEAR,-12
AA1986,American Airlines,CLT,ORF,20,FOG,-13
AA2058,American Airlines,PHL,BOS,20,SUNNY,-19
B61837,Akasa Air,BOS,DTW,20,CLOUDY,52
B61427,Vistara,BOS,BWI,20,CLOUDY,-8
B6448,Vistara,LGB,OAK,20,CLOUDY,14
B6266,IndiGo,LGB,SMF,20,RAIN,-3
B61472,GoAir,FLL,LGA,20,CLEAR,27
HA307,GoAir,KOA,HNL,20,CLEAR,9
MQ3303,Akasa Air,ORD,TVC,20,SUNNY,98
MQ3493,Air India,ORD,CWA,20,RAIN,-12
B6691,GoAir,BOS,TPA,20,RAIN,25
MQ3066,AirAsia,ORD,CMI,20,SUNNY,-6
AA113,American Airlines,MIA,MCO,20,FOG,-2
AA1621,American Airlines,MIA,MSP,20,STORM,12
AA2245,American Airlines,MIA,SAN,20,FOG,NA
AA2440,American Airlines,MIA,BOS,20,FOG,9
AA1470,American Airlines,MIA,LAS,20,RAIN,1
EV2834,IndiGo,DFW,PIA,20,SUNNY,-12
MQ3054,IndiGo,DFW,MOB,20,STORM,8
MQ3138,Akasa Air,ORD,DSM,20,STORM,0
EV2760,AirAsia,DFW,SHV,20,FOG,24
MQ3432,Vistara,DFW,MHK,20,SUNNY,-23
NK719,Spirit Airlines,LAS,LAX,20,SNOW,-2
UA994,GoAir,EWR,BOS,20,CLOUDY,-17
WN5382,Akasa Air,LAS,SEA,20,SUNNY,1
WN3892,Akasa Air,MCO,MDW,20,SNOW,-7
AA1142,American Airlines,DFW,ORD,20,CLEAR,-41
AA1247,American Airlines,ORD,LAX,20,RAIN,5
AA1451,American Airlines,DFW,EWR,20,CLEAR,-34
AA2206,American Airlines,DCA,MIA,20,CLOUDY,103
AA2501,American Airlines,DFW,BNA,20,CLOUDY,29
AA416,American Airlines,CLT,FLL,20,RAIN,-6
AA419,American Airlines,PHL,LAS,20,FOG,-3
AA475,American Airlines,CLT,SFO,20,SNOW,-11
AA496,American Airlines,SLC,PHX,20,STORM,-9
AA551,American Airlines,DFW,CLT,20,SUNNY,-19
AA673,American Airlines,CLT,IAH,20,CLEAR,16
AA1783,American Airlines,CLT,BOS,20,SNOW,-18
AA1885,American Airlines,CLT,BUF,20,SUNNY,-3
AA1920,American Airlines,CLT,BWI,20,FOG,-19
AA1954,American Airlines,CLT,LGA,20,CLEAR,-14
B6536,Air India,FLL,SWF,20,SNOW,12
AS336,Alaska Airlines,SEA,SJC,20,CLOUDY,-10
AS654,Alaska Airlines,SEA,PHX,20,CLOUDY,9
AS715,Alaska Airlines,SLC,PDX,20,SUNNY,-29
OO5383,SpiceJet,LAX,SBA,20,RAIN,-17
UA1572,Vistara,SFO,SAN,20,SUNNY,-12
NK689,Spirit Airlines,DTW,RSW,20,CLOUDY,-11
MQ3171,SpiceJet,ORD,MSN,20,FOG,-11
MQ3348,GoAir,ORD,COU,20,CLEAR,29
AA134,American Airlines,MIA,SEA,20,CLEAR,-19
AA919,American Airlines,MIA,TPA,20,STORM,30
AA966,American Airlines,MIA,EWR,20,SNOW,-3
EV2742,GoAir,DFW,JLN,20,SNOW,-18
EV2743,AirAsia,DFW,VPS,20,CLOUDY,13
F9288,Akasa Air,DEN,STL,20,CLEAR,7
MQ3043,SpiceJet,ORD,HSV,20,SNOW,-7
MQ3355,Akasa Air,DFW,GGG,20,RAIN,-14
OO2932,Air India,ORD,ICT,20,STORM,-5
OO3436,GoAir,SEA,BOI,20,FOG,-6
NK971,Spirit Airlines,FLL,DFW,20,STORM,-9
OO4621,AirAsia,SEA,MSO,20,SNOW,-11
UA1061,Air India,IAH,MIA,20,CLOUDY,-3
UA1965,IndiGo,SFO,LAS,20,SNOW,-18
WN3540,Akasa Air,CMH,MCO,20,STORM,0
WN2169,SpiceJet,ATL,MCO,20,CLOUDY,-7
WN565,AirAsia,BWI,MCO,20,CLOUDY,-15
WN1928,SpiceJet,MCO,SJU,20,SUNNY,16
AA1181,American Airlines,DFW,DAY,20,CLOUDY,-17
AA1216,American Airlines,ORD,TUS,20,RAIN,-3
AA1268,American Airlines,DFW,SAT,20,RAIN,-5
AA2185,American Airlines,ORD,MSP,20,RAIN,-13
AA2276,American Airlines,DFW,IND,20,SUNNY,-23
AA2321,American Airlines,DFW,MCO,20,CLEAR,24
AA701,American Airlines,PHL,LAX,20,FOG,7
AA774,American Airlines,PHL,SAN,20,CLEAR,154
AS223,Alaska Airlines,SFO,SEA,20,RAIN,4
AS247,Alaska Airlines,SFO,PDX,20,STORM,-15
UA1791,Air India,IAH,LAX,20,RAIN,-22
UA1562,GoAir,ANC,ORD,20,FOG,-20
DL348,Delta,SJU,JFK,20,CLEAR,-16
MQ3238,Akasa Air,ORD,GRB,20,STORM,-11
NK407,Spirit Airlines,MCO,DFW,20,FOG,232
B62170,Vistara,FLL,BOS,20,CLOUDY,7
AA312,American Airlines,MIA,JFK,20,FOG,15
B61136,Air India,LGB,SFO,20,CLOUDY,-4
B6122,SpiceJet,PBI,BOS,20,SUNNY,18
AS153,Alaska Airlines,OME,ANC,20,CLOUDY,4
EV2804,SpiceJet,DFW,GRK,20,CLEAR,-16
F9122,Akasa Air,DEN,DFW,20,STORM,0
OO5345,SpiceJet,SFO,RDM,20,SUNNY,-13
OO5300,Vistara,ORD,MKE,20,RAIN,-11
WN312,Akasa Air,BWI,PBI,20,STORM,-12
WN2108,Vistara,GRR,DEN,20,STORM,-10
WN1971,Air India,SAN,SFO,20,SUNNY,6
AA1024,American Airlines,DFW,IAH,20,CLEAR,-5
AA861,American Airlines,CLT,ATL,20,SNOW,-20
AA1695,American Airlines,PHL,SLC,20,STORM,-22
AA1945,American Airlines,CLT,SAT,20,FOG,-2
B61677,Akasa Air,JFK,JAX,20,SNOW,-2
AA2576,American Airlines,DFW,DEN,20,RAIN,-5
AS497,Alaska Airlines,SAN,SEA,20,SUNNY,-26
OO5348,IndiGo,SBP,LAX,20,CLEAR,-21
B697,SpiceJet,JFK,DEN,20,FOG,0
B61460,IndiGo,FLL,BDL,20,RAIN,16
MQ3181,Vistara,ORD,JAX,20,FOG,-25
MQ3552,Air India,ORD,ELP,20,SUNNY,31
UA731,Vistara,LAX,SFO,20,CLEAR,-16
B61186,IndiGo,RDU,JFK,20,CLEAR,7
AS69,Alaska Airlines,KTN,JNU,20,SNOW,-21
F91216,GoAir,MCO,PHL,20,SUNNY,15
F91133,Air India,STL,LAS,20,CLEAR,-18
F91239,AirAsia,IAH,LAS,20,FOG,-21
MQ3347,AirAsia,ORD,LSE,20,FOG,11
MQ3491,SpiceJet,ORD,FAR,20,SUNNY,-12
NK118,Spirit Airlines,MCI,LAS,20,SUNNY,26
OO3444,Akasa Air,SEA,SBA,20,RAIN,-19
UA1685,Akasa Air,LIH,DEN,20,CLOUDY,-30
NK240,Spirit Airlines,FLL,BWI,20,SUNNY,29
WN433,GoAir,AUS,SAN,20,SUNNY,2
WN590,AirAsia,BWI,BDL,20,STORM,-1
WN1886,Air India,BWI,MDW,20,CLOUDY,29
WN3598,SpiceJet,MDW,BDL,20,RAIN,-22
WN5088,SpiceJet,MDW,MEM,20,SNOW,11
WN2861,AirAsia,MDW,ORF,20,CLOUDY,-11
AA69,American Airlines,MIA,LAX,20,FOG,2
AA314,American Airlines,MIA,ORD,20,SNOW,-9
AA235,American Airlines,JFK,BOS,20,FOG,-19
AA239,American Airlines,DFW,MSP,20,CLOUDY,-10
AA2583,American Airlines,DFW,DTW,20,SNOW,-20
AA2495,American Airlines,DFW,LAX,20,RAIN,18
AA793,American Airlines,CLT,STL,20,SNOW,1
AA1714,American Airlines,PHL,ORD,20,SNOW,-7
AA1755,American Airlines,PHL,RDU,20,CLEAR,86
AA1996,American Airlines,CLT,PVD,20,STORM,-6
B6321,AirAsia,BOS,PBI,20,CLEAR,20
B62323,Vistara,DCA,MCO,20,SUNNY,20
B6694,GoAir,FLL,BWI,20,CLOUDY,72
AS498,Alaska Airlines,PDX,LAX,20,CLEAR,-8
AA288,American Airlines,ORD,BOS,20,SNOW,-39
B6476,AirAsia,MCO,PVD,20,CLEAR,-7
NK1104,Spirit Airlines,SAN,DEN,20,RAIN,2
OO5277,GoAir,SLC,LAX,20,RAIN,16
MQ3322,Vistara,ORD,SUX,20,CLOUDY,18
B61604,Air India,SJU,JFK,20,RAIN,-1
DL880,Delta,ATL,BWI,20,STORM,-25
DL2354,Delta,ATL,LAX,20,STORM,6
EV4265,Air India,IAH,XNA,20,CLOUDY,-21
F9866,GoAir,MSO,DEN,20,STORM,33
F91121,Vistara,CVG,LAS,20,CLEAR,-20
F9242,AirAsia,DEN,IAH,20,CLOUDY,21
HA596,Air India,HNL,OGG,20,SUNNY,-6
NK428,Spirit Airlines,TPA,MSP,20,SNOW,-16
UA1731,AirAsia,KOA,DEN,20,RAIN,-50
NK199,Spirit Airlines,IAH,LAS,20,SUNNY,7
WN436,Air India,ATL,SAT,20,CLOUDY,-16
WN5046,Akasa Air,BNA,PIT,20,CLEAR,-13
AA1408,American Airlines,DFW,OKC,20,CLOUDY,-7
AA2190,American Airlines,ORD,PHX,20,SNOW,-14
AA2037,American Airlines,PHL,JAX,20,SUNNY,-5
B61294,IndiGo,MCO,HPN,20,CLOUDY,67
B6469,SpiceJet,BOS,FLL,20,STORM,-4
AA2353,American Airlines,ORD,DFW,20,STORM,-22
B61205,Akasa Air,JFK,PDX,20,CLOUDY,-13
DL1780,Delta,ATL,MSP,20,SUNNY,-25
DL2473,Delta,ATL,MDT,20,SUNNY,-19
B634,Akasa Air,PBI,DCA,20,SUNNY,-13
EV4986,Akasa Air,ATL,HPN,20,RAIN,-8
HA391,Air India,ITO,HNL,20,SNOW,0
DL1657,Delta,ATL,FLL,20,SUNNY,-8
DL1667,Delta,ATL,MYR,20,FOG,-12
DL1981,Delta,ATL,RDU,20,RAIN,-5
DL984,Delta,ATL,JFK,20,STORM,-16
DL1315,Delta,ATL,ROA,20,RAIN,8
NK295,Spirit Airlines,ORD,IAH,20,SUNNY,8
WN2324,AirAsia,BWI,MKE,20,STORM,2
WN2376,Vistara,JAX,ATL,20,CLOUDY,-2
AA490,American Airlines,PHL,SFO,20,SUNNY,-18
AA1786,American Airlines,PHL,FLL,20,FOG,-1
AA2005,American Airlines,PHL,CLT,20,CLEAR,-12
B61467,SpiceJet,HPN,PBI,20,SNOW,13
EV2734,AirAsia,MEI,PIB,20,CLOUDY,-32
DL1063,Delta,ATL,AVP,20,FOG,-6
B6753,Akasa Air,JFK,PBI,20,SUNNY,-5
B6384,IndiGo,MCO,JFK,20,FOG,-10
DL1593,Delta,ATL,SRQ,20,RAIN,-14
DL1873,Delta,ATL,PNS,20,SNOW,-2
DL1341,Delta,ATL,DEN,20,STORM,-21
EV5595,SpiceJet,ATL,EWN,20,SNOW,3
F9920,GoAir,MCO,TTN,20,SUNNY,-21
F91180,Akasa Air,LAX,MCO,20,RAIN,-41
NK317,Spirit Airlines,ORD,ATL,20,RAIN,6
NK734,Spirit Airlines,DFW,DTW,20,SUNNY,-11
OO5282,AirAsia,LAX,PHX,20,SUNNY,-12
UA488,SpiceJet,LAX,EWR,20,CLEAR,526
WN2378,Akasa Air,DEN,BOI,20,CLEAR,-19
WN5648,AirAsia,DEN,ONT,20,CLOUDY,-6
WN1021,GoAir,ATL,AUS,20,CLOUDY,9
WN1254,Vistara,ATL,LGA,20,RAIN,-25
WN3841,IndiGo,GSP,MDW,20,SNOW,-15
WN670,Akasa Air,MCO,BHM,20,SNOW,-1
WN3580,SpiceJet,PHX,RNO,20,CLEAR,-14
WN3100,Air India,PHX,SMF,20,RAIN,-5
AA1327,American Airlines,PHL,DFW,20,CLOUDY,-24
AA564,American Airlines,PHL,DEN,20,SUNNY,24
AA653,American Airlines,PHX,ANC,20,RAIN,-18
AA1948,American Airlines,PHL,PVD,20,CLEAR,8
B61001,IndiGo,BUF,JFK,20,CLEAR,10
B6824,Air India,MCO,DCA,20,CLOUDY,-14
UA806,SpiceJet,EWR,TPA,20,SUNNY,-20
B61170,AirAsia,MCO,RIC,20,STORM,97
DL1111,Delta,ATL,ROC,20,RAIN,-23
HA224,Akasa Air,LIH,HNL,20,CLOUDY,17
EV4584,AirAsia,IAH,VPS,20,CLEAR,12
AA715,American Airlines,FLL,PHX,20,SNOW,-21
DL1999,Delta,ATL,CAK,20,STORM,-16
DL2367,Delta,ATL,SAN,20,CLOUDY,-11
DL2421,Delta,ATL,DFW,20,SUNNY,-14
F9332,Vistara,DEN,MSP,20,SUNNY,25
NK268,Spirit Airlines,FLL,ACY,20,SUNNY,10
NK720,Spirit Airlines,DEN,DFW,20,SNOW,-7
NK805,Spirit Airlines,ATL,LAS,20,CLOUDY,-6
OO2976,GoAir,PHX,FLG,20,SUNNY,0
OO3458,AirAsia,SEA,SLC,20,STORM,-5
OO3465,AirAsia,ONT,PDX,20,STORM,-24
OO3451,IndiGo,BUR,PDX,20,FOG,-25
UA1071,Air India,EWR,BQN,20,SNOW,-3
WN2125,Air India,AUS,HOU,20,STORM,-17
WN5215,Akasa Air,DEN,TUS,20,RAIN,7
WN301,Vistara,PHX,SEA,20,SUNNY,5
AA2218,American Airlines,DCA,DFW,20,RAIN,-3
AA2240,American Airlines,LGA,MIA,20,RAIN,-18
AA2497,American Airlines,LAS,LAX,20,SUNNY,-12
AA516,American Airlines,PHX,SMF,20,RAIN,7
AA581,American Airlines,MCI,PHX,20,CLEAR,-1
AA839,American Airlines,PHL,MCO,20,SNOW,27
B6161,Air India,JFK,SMF,20,CLEAR,-7
B6749,GoAir,DCA,TPA,20,CLEAR,25
AS89,Alaska Airlines,SEA,ANC,20,SUNNY,-25
AS450,Alaska Airlines,SEA,LAX,20,FOG,-1
AS717,Alaska Airlines,SAN,SLC,20,STORM,-14
DL1081,Delta,ATL,PBI,20,RAIN,-8
B61583,GoAir,BOS,RDU,20,CLOUDY,215
DL1766,Delta,ATL,FNT,20,SNOW,-17
OO2984,Vistara,PHX,PSP,20,CLOUDY,-8
OO2985,IndiGo,PHX,FAT,20,STORM,-17
AA586,American Airlines,DEN,PHX,20,SNOW,-17
B62080,Akasa Air,FLL,DCA,20,SUNNY,23
DL1521,Delta,HNL,SLC,21,STORM,-28
DL2097,Delta,ATL,MDW,21,FOG,-25
DL841,Delta,ATL,BDL,21,STORM,-25
DL2780,Delta,LAX,SFO,21,SNOW,-15
EV4918,Air India,ATL,CRW,21,FOG,-20
EV5298,AirAsia,ATL,SHV,21,SUNNY,-15
F91271,AirAsia,ORD,LAX,21,SUNNY,23
F9667,SpiceJet,DEN,SFO,21,SNOW,-28
NK938,Spirit Airlines,RSW,ACY,21,CLEAR,-5
OO2974,Air India,PHX,MRY,21,CLOUDY,-5
UA1799,GoAir,SFO,EWR,21,CLOUDY,-20
NK215,Spirit Airlines,PHL,DFW,21,SUNNY,19
AA603,American Airlines,PHX,SEA,21,CLEAR,25
AA1867,American Airlines,BNA,LAX,21,SUNNY,19
AA2150,American Airlines,DCA,BOS,21,SUNNY,-13
AA376,American Airlines,MIA,LGA,21,CLOUDY,-2
B6418,AirAsia,JFK,BOS,21,SUNNY,-15
B690,Vistara,SAN,JFK,21,RAIN,-33
B6499,GoAir,LGA,MCO,21,CLEAR,-28
B61516,SpiceJet,SFO,JFK,21,RAIN,-23
AS624,Alaska Airlines,PDX,LAS,21,FOG,-11
NK619,Spirit Airlines,IAH,SAN,21,CLEAR,9
EV5098,Vistara,ATL,CID,21,SNOW,-17
DL1630,Delta,ATL,SAT,21,SNOW,10
DL958,Delta,ATL,EVV,21,RAIN,-14
NK892,Spirit Airlines,MCO,DTW,21,RAIN,174
NK574,Spirit Airlines,FLL,TPA,21,SUNNY,1
OO2979,AirAsia,PHX,BFL,21,SUNNY,-19
OO5725,Akasa Air,SFO,SLC,21,RAIN,-6
UA383,Air India,HNL,DEN,21,SNOW,-23
WN5241,GoAir,ATL,PHX,21,STORM,-7
WN3511,GoAir,ATL,RSW,21,STORM,-19
WN483,Akasa Air,MDW,MSP,21,RAIN,21
AA102,American Airlines,HNL,DFW,21,CLOUDY,-22
AA528,American Airlines,PHX,RNO,21,SUNNY,13
AA627,American Airlines,PHX,OAK,21,STORM,0
AA640,American Airlines,PHX,LAX,21,FOG,-11
EV4936,AirAsia,ATL,PHF,21,CLOUDY,-16
DL1094,Delta,ATL,OMA,21,CLOUDY,-14
HA555,AirAsia,OGG,HNL,21,RAIN,-4
DL1756,Delta,ATL,MLB,21,RAIN,-10
EV5308,IndiGo,ATL,MGM,21,CLOUDY,120
DL552,Delta,ATL,MSY,21,RAIN,-13
DL1259,Delta,ATL,OKC,21,SUNNY,-12
EV5464,Akasa Air,ATL,MLI,21,CLEAR,-19
F91023,Vistara,PHL,ATL,21,CLEAR,-24
F9746,SpiceJet,PHX,DEN,21,CLOUDY,-11
WN5512,Vistara,ATL,HOU,21,FOG,4
WN3492,Air India,ATL,LAS,21,CLEAR,-13
AA454,American Airlines,PHX,SLC,21,CLEAR,10
AA601,American Airlines,PHX,SJC,21,SNOW,15
AA629,American Airlines,PHX,SNA,21,STORM,0
AA1949,American Airlines,PHX,GEG,21,CLOUDY,-21
B62227,Vistara,EWR,MCO,21,SUNNY,-25
B6334,Vistara,SJU,MCO,21,CLEAR,-11
AS133,Alaska Airlines,SEA,FAI,21,STORM,-6
AS744,Alaska Airlines,SFO,SLC,21,CLOUDY,-4
NK992,Spirit Airlines,ORD,PHL,21,CLEAR,-22
DL1672,Delta,ATL,HSV,21,RAIN,-21
DL2013,Delta,ATL,SYR,21,FOG,-17
EV5315,AirAsia,ATL,PIA,21,CLOUDY,1
F91094,AirAsia,RSW,PHL,21,CLEAR,-4
F9932,GoAir,CLT,TTN,21,SUNNY,-19
F91137,Air India,AUS,LAS,21,SNOW,-13
NK329,Spirit Airlines,CLE,DFW,21,CLOUDY,86
NK339,Spirit Airlines,FLL,LAX,21,FOG,10
OO6195,IndiGo,IAH,COS,21,CLOUDY,-22
AA1338,American Airlines,SEA,MIA,21,SNOW,6
AA449,American Airlines,PHX,BOI,21,CLEAR,-14
AA563,American Airlines,PHX,SAN,21,SNOW,-7
AA608,American Airlines,PHX,LAS,21,CLOUDY,-14
AA671,American Airlines,PHX,PDX,21,STORM,-16
B61295,Akasa Air,JFK,AUS,21,STORM,11
B6428,SpiceJet,MCO,EWR,21,RAIN,30
B6624,SpiceJet,LAX,JFK,21,SUNNY,-9
B61123,IndiGo,JFK,LAX,21,FOG,19
B61802,IndiGo,FLL,JFK,21,FOG,0
AS457,Alaska Airlines,SEA,BLI,21,FOG,0
EV4604,SpiceJet,IAH,LIT,21,STORM,-20
MQ3072,GoAir,DFW,PNS,21,STORM,-22
UA1588,AirAsia,SFO,LAX,21,CLEAR,3
B61103,Akasa Air,JFK,SJU,21,SUNNY,53
B6201,IndiGo,JFK,FLL,21,STORM,34
EV4359,Air India,IAH,JAN,21,RAIN,0
EV4464,Air India,IAH,MLU,21,SNOW,-15
OO5193,IndiGo,SFO,FAT,21,SNOW,-23
OO5673,SpiceJet,IAH,TUS,21,SUNNY,-12
UA1515,IndiGo,IAH,TPA,21,SUNNY,19
DL1169,Delta,ATL,FAY,21,SNOW,-11
AA436,American Airlines,PHX,SFO,21,FOG,-11
AA639,American Airlines,PHX,ONT,21,FOG,22
AA758,American Airlines,LAX,RDU,21,CLEAR,-36
B61206,AirAsia,PDX,JFK,21,SNOW,14
B614,AirAsia,LGB,JFK,21,RAIN,-37
AS488,Alaska Airlines,SEA,SAN,21,CLOUDY,-5
EV4231,Vistara,IAH,BTR,21,SNOW,-4
HA397,AirAsia,KOA,HNL,21,STORM,-8
UA385,IndiGo,IAH,SFO,21,CLOUDY,10
UA249,GoAir,IAH,MFE,21,FOG,-9
OO7415,IndiGo,RHI,IMT,21,SNOW,-13
DL1251,Delta,ATL,GRR,21,SNOW,-15
DL2409,Delta,ATL,DAY,21,STORM,-17
EV4620,GoAir,IAH,AMA,21,FOG,-5
NK968,Spirit Airlines,ORD,BWI,21,SNOW,-19
WN647,Vistara,MDW,DSM,21,SUNNY,-17
B6667,AirAsia,MCO,PSE,21,STORM,-6
OO6364,IndiGo,IAH,CRP,21,SNOW,-6
AA916,American Airlines,MIA,DCA,21,FOG,-14
AA1119,American Airlines,MIA,BOS,21,FOG,-3
AA1406,American Airlines,MIA,JFK,21,SUNNY,-16
AA2602,American Airlines,MIA,ATL,21,SUNNY,-5
AA2424,American Airlines,MIA,AUS,21,SUNNY,6
B6705,GoAir,EWR,FLL,21,CLOUDY,-17
DL2386,Delta,ATL,LGA,21,CLOUDY,-12
F9245,Akasa Air,IAH,DEN,21,STORM,-14
NK350,Spirit Airlines,MYR,ACY,21,CLEAR,-11
OO7403,Vistara,HIB,INL,21,CLOUDY,-22
UA14,SpiceJet,HNL,EWR,21,RAIN,0
WN3822,Vistara,ATL,PBI,21,SNOW,-13
WN5637,GoAir,BWI,ORF,21,CLEAR,-13
WN1255,AirAsia,STL,AUS,21,RAIN,3
WN2311,Air India,STL,SAT,21,RAIN,-12
AA192,American Airlines,LAX,BOS,21,SNOW,-33
AA1503,American Airlines,SFO,MIA,21,STORM,-24
B6404,AirAsia,LGB,BOS,21,SUNNY,-44
B6706,Vistara,FLL,EWR,21,STORM,35
B61715,Akasa Air,JFK,SFO,21,CLOUDY,0
AS18,Alaska Airlines,SEA,JFK,21,SUNNY,-30
AS24,Alaska Airlines,SEA,BOS,21,STORM,-6
AS141,Alaska Airlines,PDX,ANC,21,FOG,-2
AS567,Alaska Airlines,LAX,PDX,21,FOG,-17
UA1234,Vistara,IAH,AUS,21,STORM,-9
UA1963,AirAsia,IAH,DEN,21,RAIN,-7
AA316,American Airlines,MIA,SJU,21,FOG,18
AA739,American Airlines,MIA,PHL,21,CLEAR,33
DL2019,Delta,ATL,XNA,21,SUNNY,-9
NK310,Spirit Airlines,LAX,FLL,21,CLEAR,9
UA711,GoAir,EWR,FLL,21,FOG,-15
